DISTRICT,COUNTY,SUBCOUNTY,PARISH,EASTING (Long),NORTHING (Lat)
NTUNGAMO,NTUNGAMO MUNICIPALITY,WESTERN DIVISION,KAHUNGA,195410.3515,-93738.37809
NTUNGAMO,RUHAAMA,NYAKYERA,KIBINGO,213899.0401,-101563.986
NTUNGAMO,KAJARA,IHUNGA,KAGAMBA,183064.9722,-90430.73683
NTUNGAMO,RUHAAMA,KITWE TOWN COUNCIL,OMUKIBAARE,218399.453,-106094.406
NTUNGAMO,RUHAAMA,NYAKYERA,KIZIBA,216430.2811,-95949.27263
NTUNGAMO,RUHAAMA,RUHAAMA,RUHAAMA,206809.3001,-108852.4794
NTUNGAMO,RUSHENYI,RUBAARE,MUTOJO,184044.5313,-110868.2992
NTUNGAMO,RUHAAMA,RWEIKINIRO,RUSHEBEYA,198215.5362,-110978.8666
NTUNGAMO,NTUNGAMO MUNICIPALITY,WESTERN DIVISION,MUKO,195601.8223,-96051.26743
NTUNGAMO,RUHAAMA,NYAKYERA,KIYOORA,202658.6767,-93731.17491
NTUNGAMO,KAJARA,NYABIHOKO,KIYAGA,184256.4318,-94522.42396
NTUNGAMO,RUHAAMA,NTUNGAMO,RUHOKO,200528.5319,-95149.0129
NTUNGAMO,KAJARA,KIBATSI,KIBARUKO,182718.3239,-83272.44314
NTUNGAMO,KAJARA,KIBATSI,IBAARE,185658.5372,-83998.79607
NTUNGAMO,RUSHENYI,KAYONZA,KATOOMA,180234.1135,-126377.4225
NTUNGAMO,RUHAAMA,ITOJO,NYONGOZI,203950.6663,-87654.78377
NTUNGAMO,RUHAAMA,KITWE TOWN COUNCIL,NSHENYI,218846.4982,-112662.3504
NTUNGAMO,RUHAAMA,RUHAAMA,RWENGOMA,202456.2748,-108809.4945
NTUNGAMO,RUHAAMA,RUHAAMA,KISHAMI,209458.6691,-105570.5504
NTUNGAMO,RUHAAMA,RWEIKINIRO,KABUNGO,192363.9812,-106814.4471
NTUNGAMO,RUSHENYI,NGOMA,MUKONI,191834.9551,-121485.6257
NTUNGAMO,KAJARA,KIBATSI,RUKONI,181072.8889,-87436.63553
NTUNGAMO,RUHAAMA,RUKONI EAST,RWOHO,228435.0603,-94820.99029
NTUNGAMO,KAJARA,RWASHAMAIRE TOWN COUNCIL,KAKIIKA,180273.0793,-91557.5969
NTUNGAMO,RUHAAMA,NTUNGAMO,KIZAARA,202046.1348,-99450.39096
NTUNGAMO,RUHAAMA,RWEIKINIRO,KITASHEKWA,198465.7666,-107168.283
NTUNGAMO,RUSHENYI,KAYONZA,KYOBWE,184364.1088,-125784.9809
NTUNGAMO,RUHAAMA,RUKONI EAST,KITOJO,221997.007,-97730.99626
NTUNGAMO,RUHAAMA,KITWE TOWN COUNCIL,KABIMBIRI,214165.9187,-108584.5088
NTUNGAMO,RUHAAMA,NYAKYERA,NGOMBA,210760.9999,-93748.8104
NTUNGAMO,RUSHENYI,RUBAARE,OMUNGYENYI,187863.2913,-105715.6645
NTUNGAMO,KAJARA,NYABIHOKO,NYABUSHENYI,187704.4193,-99659.81894
NTUNGAMO,RUSHENYI,RUBAARE,RUKIIRI,187248.6081,-116058.2665
NTUNGAMO,RUHAAMA,NTUNGAMO,KIKONI,191866.4809,-99765.60419
NTUNGAMO,RUSHENYI,RUGARAMA,NYAKABUNGO,176533.8194,-115830.5075
NTUNGAMO,KAJARA,NYABIHOKO,RUKANGA,177871.2891,-96595.5541
NTUNGAMO,KAJARA,BWONGYERA,RWANDA,176960.6921,-86184.24274
NTUNGAMO,KAJARA,IHUNGA,NYAKIBIGI,189290.583,-87394.32929
NTUNGAMO,RUHAAMA,RUKONI EAST,KIRUNGU,228048.4939,-98575.27784
NTUNGAMO,KAJARA,RWASHAMAIRE TOWN COUNCIL,WESTERN,181223.6712,-94218.0174
NTUNGAMO,KAJARA,NYABIHOKO,NKONGOORO,180738.8289,-97801.95901
NTUNGAMO,RUSHENYI,RUGARAMA,KYAFOORA,174352.8325,-101097.5045
NTUNGAMO,RUSHENYI,NGOMA,KIZINGA,200713.2392,-125051.1565
NTUNGAMO,RUHAAMA,NTUNGAMO,KAHUNGA,195359.4201,-92102.46301
NTUNGAMO,RUHAAMA,NYAKYERA,NGOMA,204827.1639,-101832.4526
NTUNGAMO,RUSHENYI,RUBAARE TOWN COUNCIL,AKATOJO,186832.5967,-114140.5615
NTUNGAMO,RUHAAMA,RUKONI EAST,KYAMWASHA,224011.7522,-103597.8807
NTUNGAMO,KAJARA,RWASHAMAIRE TOWN COUNCIL,CENTRAL,181080.1306,-92580.18693
NTUNGAMO,KAJARA,BWONGYERA,ITERERO,173364.8568,-90940.8731
NTUNGAMO,RUSHENYI,NGOMA,KIYANJA,188242.6355,-123094.0688
NTUNGAMO,RUHAAMA,RWEIKINIRO,KAYENJE,201869.2396,-113919.5582
NTUNGAMO,RUSHENYI,NGOMA,MUGYERA,189719.3533,-129085.724
NTUNGAMO,RUHAAMA,ITOJO,RUHANGA,194868.2471,-86097.34932
NTUNGAMO,RUSHENYI,KAYONZA,KABASHESHE,180293.7178,-119413.1289
NTUNGAMO,KAJARA,BWONGYERA,KYARUHUGA,175638.7249,-95536.6284
NTUNGAMO,RUHAAMA,ITOJO,ITOJO,200029.4217,-89357.43116
NTUNGAMO,RUHAAMA,NTUNGAMO,NYARUBAARE,191317.8423,-93881.80923
NTUNGAMO,RUHAAMA,ITOJO,BUHANAMA,199337.6436,-82573.47819
NTUNGAMO,RUSHENYI,RUGARAMA,KAKANENA,177857.2109,-105546.1105
NTUNGAMO,RUHAAMA,RUHAAMA,RWAMWIRE,209543.7606,-110529.9369
NTUNGAMO,RUSHENYI,RUGARAMA,KAGONGI,176488.7234,-111152.6539
NTUNGAMO,RUSHENYI,RUBAARE,KAGUGU,183545.9362,-104128.9892
NTUNGAMO,RUHAAMA,RUHAAMA,KYARWEHUNDE,215663.9862,-114327.3344
NTUNGAMO,NTUNGAMO MUNICIPALITY,EASTERN DIVISION,PARK,196082.2244,-96103.76583
NTUNGAMO,NTUNGAMO MUNICIPALITY,EASTERN DIVISION,KYAMATE,197497.3001,-97820.36593
NTUNGAMO,RUSHENYI,NGOMA,KASHENYI,201428.1887,-119585.885
NTUNGAMO,RUHAAMA,RUKONI EAST,KIHANGA,226207.8648,-99918.67232
NTUNGAMO,RUSHENYI,KAYONZA,KAINA,183630.6707,-120532.6864
NTUNGAMO,KAJARA,BWONGYERA,KYABASHENYI,173165.1081,-94948.68179
NTUNGAMO,KAJARA,IHUNGA,KITONDO,184510.0411,-88318.21682
NTUNGAMO,RUHAAMA,NYAKYERA,KAGORORA,210725.4204,-100898.5108
NTUNGAMO,RUHAAMA,RUHAAMA,KATOJO,203641.7163,-106087.1258
NTUNGAMO,KAJARA,KIBATSI,NYAMUGOYE,180047.0542,-85573.22788
NTUNGAMO,RUSHENYI,RUBAARE TOWN COUNCIL,KAGANGO,187902.6583,-111798.4277
NTUNGAMO,KAJARA,BWONGYERA,NYAMUNUKA TOWN BOARD,176462.6963,-93044.13482
NTUNGAMO,RUSHENYI,RUGARAMA,KATUNGAMO,177806.6035,-118027.7849
NTUNGAMO,KAJARA,BWONGYERA,KAKIIKA,178896.2642,-92350.02192
NTUNGAMO,KAJARA,BWONGYERA,KITOJO,174198.2719,-86678.76226
NWOYA,NWOYA,ALERO,PANGUR,404399.6513,303671.8455
NWOYA,NWOYA,ANAKA TOWN COUNCIL,LABYEI,380328.1427,285898.9242
NWOYA,NWOYA,PURONGO,PAROMO,373236.9108,286972.4959
NWOYA,NWOYA,ALERO,PANYABONO,397325.537,303871.4747
NWOYA,NWOYA,KOCH GOMA,COOROM,393916.299,290583.9643
NWOYA,NWOYA,ALERO,BWOBONAM,381062.6783,297637.5886
NWOYA,NWOYA,PURONGO,PATIRA,375579.2432,277163.0135
NWOYA,NWOYA,KOCH GOMA,ORUM,412879.3817,284401.9425
NWOYA,NWOYA,ALERO,ALERO KAL,388338.8647,301163.0386
NWOYA,NWOYA,ALERO,PANOKRACH,358668.7082,304770.232
NWOYA,NWOYA,ANAKA TOWN COUNCIL,AKAGO,384450.8855,285281.1068
NWOYA,NWOYA,ANAKA,PANGORA,379544.1109,282725.164
NWOYA,NWOYA,KOCH GOMA,LII,402704.6234,262194.7312
NWOYA,NWOYA,ANAKA TOWN COUNCIL,OGOM,386950.163,288593.395
NWOYA,NWOYA,ALERO,PAIBWOR,352523.6185,293803.889
NWOYA,NWOYA,ANAKA TOWN COUNCIL,CEKE,382353.5918,289752.5129
NWOYA,NWOYA,PURONGO,PABIT,359937.8935,265385.0784
NWOYA,NWOYA,KOCH GOMA,GOMA KAL,397725.5986,278007.5081
NWOYA,NWOYA,KOCH GOMA,AMAR,401823.2767,293142.7085
NWOYA,NWOYA,KOCH GOMA,AGONGA,397912.1951,285363.2605
NWOYA,NWOYA,ANAKA,TODORA,377941.8978,270596.7054
NWOYA,NWOYA,PURONGO,LATORO,341919.7638,271487.1272
NWOYA,NWOYA,ANAKA,PABALI,384672.5415,271580.0622
NWOYA,NWOYA,PURONGO,PAWATOMERO,369818.1149,284487.2419
NWOYA,NWOYA,ANAKA,YWAYA,388132.3964,281152.2421
OMORO,OMORO,LALOGI,IDOBO,449296.3293,302527.8225
OMORO,OMORO,OMORO TOWN COUNCIL,PARWECH,441664.5038,292335.0864
OMORO,OMORO,KORO,LAPAINAT EAST,437040.111,304448.4736
OMORO,OMORO,KORO,LABWOC,423906.6974,294745.3251
OMORO,OMORO,ODEK,BINYA,461141.4707,303269.8048
OMORO,OMORO,LAKWANA,LANENOBER,433203.664,289506.5275
OMORO,OMORO,BOBI,PAIDONGO,422715.6532,285175.3402
OMORO,OMORO,ODEK,LUKWOR,461557.9068,292451.5666
OMORO,OMORO,ONGAKO,ALOKOLUM,411532.091,303205.5374
OMORO,OMORO,BOBI,PALWO,423186.2759,278778.2818
OMORO,OMORO,KORO,PAGEYA,423916.4055,300662.1146
OMORO,OMORO,ODEK,PALARO,469435.5811,296620.8361
OMORO,OMORO,OMORO TOWN COUNCIL,TE-GOT,437652.8399,286600.3755
OMORO,OMORO,BOBI,PATEK,434396.0618,275765.7727
OMORO,OMORO,BOBI,PAIDWE,429374.2446,282835.7544
OMORO,OMORO,LALOGI,LUKWIR,441365.4376,300547.9067
OMORO,OMORO,ONGAKO,PATUDA,416537.9197,303100.1048
OMORO,OMORO,LAKWANA,LUJORONGOLE,431697.8345,292857.6933
OMORO,OMORO,LAKWANA,PARAK,435875.6477,281134.539
OMORO,OMORO,BOBI,PALENGA,422157.9563,288867.1785
OMORO,OMORO,KORO,ACOYO,427635.6741,305845.4106
OMORO,OMORO,KORO,IBAKARA,430617.6371,296633.5427
OMORO,OMORO,ONGAKO,ABWOCH,418925.9466,299098.3348
OMORO,OMORO,ONGAKO,ONYONA,410367.0176,294835.8444
OMORO,OMORO,LALOGI,JAKA,454950.8821,293814.9871
OMORO,OMORO,KORO,LAPAINAT WEST,430181.7448,302114.9985
OMORO,OMORO,OMORO TOWN COUNCIL,GEM,448734.3924,292991.5114
OMORO,OMORO,ONGAKO,KAL,415219.5626,296674.1579
OMORO,OMORO,ODEK,LAMOLA,474069.1152,291753.5835
OTUKE,OTUKE,ADWARI,OKERE,534512.7598,284925.0656
OTUKE,OTUKE,OTUKE TOWN COUNCIL,ALAI,535665.7976,268086.4479
OTUKE,OTUKE,OGUR,ANYALIMA,550461.0113,283836.6241
OTUKE,OTUKE,OGWETE,ATIRA,574846.5523,266533.5831
OTUKE,OTUKE,OKWANG,OPEJAL,515871.0988,277864.1862
OTUKE,OTUKE,OKWANG,BAROCOK,511244.5812,276896.9408
OTUKE,OTUKE,OLILIM,ANEPKIDE,548049.402,272358.4194
OTUKE,OTUKE,ORUM,ALANGI,535846.4332,259744.1161
OTUKE,OTUKE,ORUM,ANEPMOROTO,531330.2666,261565.0829
OTUKE,OTUKE,OKWANG,OLWORNGU,516146.8571,284775.636
OTUKE,OTUKE,ORUM,ATING,544128.3643,260663.0528
OTUKE,OTUKE,OGWETE,ALIR,569989.6215,270876.3228
OTUKE,OTUKE,ALANGO,AMINTENYO,523215.4972,270663.5191
OTUKE,OTUKE,OGWETE,OGWETTE,563204.2359,263646.6506
OTUKE,OTUKE,ALANGO,OMITO,530627.7889,270504.5085
OTUKE,OTUKE,OKWANG,ABONGOWER,521937.8499,279208.9001
OTUKE,OTUKE,ALANGO,ALANGO,519746.9949,272589.172
OTUKE,OTUKE,OKWANG,AMOYAI,506542.6177,278561.279
OTUKE,OTUKE,OGWETE,AMUNGA,557890.114,263938.7286
OTUKE,OTUKE,OLILIM,OLILIM,555612.8042,269153.0162
OTUKE,OTUKE,OGWETE,AJUR,566481.9727,260419.3075
OTUKE,OTUKE,OKWANG,BARJOBI,504544.2639,280725.491
OTUKE,OTUKE,OLILIM,ANGETTA,551316.386,264863.375
OTUKE,OTUKE,OGUR,ATANGWATA,544622.8222,276253.7839
OTUKE,OTUKE,OTUKE TOWN COUNCIL,BARODUGU,539526.0215,266472.5388
OTUKE,OTUKE,OLILIM,ALULA,557819.3737,275277.9442
OTUKE,OTUKE,OKWANG,ARWOTNGO,521636.8539,284188.5524
OTUKE,OTUKE,OLILIM,GOTOJWANG,555806.931,279898.7559
OTUKE,OTUKE,ADWARI,OLAROKWON,530398.9981,276588.6401
OTUKE,OTUKE,OGUR,OLURO,538008.0003,273689.365
OTUKE,OTUKE,OTUKE TOWN COUNCIL,OLEC,533691.5956,264937.6771
OTUKE,OTUKE,OTUKE TOWN COUNCIL,OGET,540012.9585,262226.7021
OTUKE,OTUKE,ORUM,ABONGORWOT,544057.646,267264.1477
OTUKE,OTUKE,OGWETE,ACANPII,563218.468,272898.5752
OTUKE,OTUKE,ALANGO,AGWENG,526594.3927,266285.7412
OTUKE,OTUKE,OKWANG,OGORO,510657.2958,284020.6914
OTUKE,OTUKE,ADWARI,OKEE,528648.2161,284066.324
OTUKE,OTUKE,ADWARI,ADYERAKONYA,526264.2794,279293.7474
OTUKE,OTUKE,OGUR,OMWONYLEE,540414.0067,281999.2634
OYAM,OYAM,LORO,ALUTKOT,445084.536,243992.7757
OYAM,OYAM,OTWAL,ANYOMOLYEC,466039.1961,284773.2257
OYAM,OYAM,MYENE,AMWA,431889.9943,256256.3299
OYAM,OYAM,MINAKULU,ATEGO,433354.4029,271148.0025
OYAM,OYAM,MINAKULU,ADEL,428529.2533,269431.7516
OYAM,OYAM,MINAKULU,KULUABURA,417977.6367,272785.7577
OYAM,OYAM,ACABA,OBANGANGEO,447555.541,257936.3571
OYAM,OYAM,ABER,AKAKA,429652.7406,242092.9378
OYAM,OYAM,LORO,ALIDI,454841.8026,253432.2596
OYAM,OYAM,KAMDINI,PUKICA,425238.9641,252411.2192
OYAM,OYAM,ICEME,ALONI,459418.8606,275253.7271
OYAM,OYAM,LORO,ACANPII,450581.8034,252325.7281
OYAM,OYAM,ABER,WIRAO,437893.0103,243179.7255
OYAM,OYAM,ALEKA,AJUL,469687.9006,284476.5807
OYAM,OYAM,LORO,AGULURUDE,459008.3578,253492.0606
OYAM,OYAM,LORO,ADYEDA,448630.3057,248401.2508
OYAM,OYAM,ABER,ATURA,427469.4411,235576.3034
OYAM,OYAM,MYENE,ZUMA,421733.4259,257919.1515
OYAM,OYAM,KAMDINI,JUMA,419053.9717,252211.3885
OYAM,OYAM,MINAKULU,OPUK,424621.8858,272132.7625
OYAM,OYAM,ACABA,DOGAPIO,437927.5606,254729.0363
OYAM,OYAM,MYENE,MYENE,423601.0975,260937.4966
OYAM,OYAM,OYAM TOWN COUNCIL,WESTERN.,447205.3458,262641.3296
OYAM,OYAM,ACABA,ABANYA,439297.9228,264480.7496
OYAM,OYAM,ICEME,ORUPU,454934.8815,262580.1958
OYAM,OYAM,ABOK,ARIBA,449519.1705,279030.8948
OYAM,OYAM,ABOK,ITUBARA,447998.4103,284437.8656
OYAM,OYAM,ABOK,AJERIJERI,450976.3264,275333.3631
OYAM,OYAM,NGAI,OKOMO,445956.7221,279789.0308
OYAM,OYAM,OTWAL,ACOKARA,459349.4865,281454.6841
OYAM,OYAM,NGAI,AKUCA,445989.7759,273759.0982
OYAM,OYAM,OYAM TOWN COUNCIL,EASTERN.,445350.9757,265604.0482
OYAM,OYAM,OTWAL,OKII,466978.2075,277112.5173
OYAM,OYAM,MYENE,ACIMI,418358.1944,263743.3849
OYAM,OYAM,OTWAL,WANGLOBO,459946.4901,285777.5057
OYAM,OYAM,ALEKA,ALEKA,474012.8195,283088.6431
OYAM,OYAM,NGAI,OMACH,439112.482,270863.6397
OYAM,OYAM,ACABA,OGWANGAPUR,442258.066,253866.7546
OYAM,OYAM,ALEKA,ABELA,473625.2247,286221.2654
OYAM,OYAM,NGAI,KULAKULA,443734.9751,270305.2774
OYAM,OYAM,ACABA,ATEKOBER,440516.3683,260191.818
OYAM,OYAM,MYENE,OYORO,422788.1924,266582.9273
OYAM,OYAM,ICEME,AUNGU,462080.351,268779.1074
OYAM,OYAM,KAMDINI,OCINI,434061.0929,248121.2671
OYAM,OYAM,ICEME,OMOLO,455116.2179,274861.831
OYAM,OYAM,OTWAL,AMUKUGUNGU,465084.8105,278273.2997
OYAM,OYAM,ABOK,BAR-RIO,455169.6156,284451.2438
OYAM,OYAM,KAMDINI,ZAMBIA,425997.5163,254971.7677
OYAM,OYAM,LORO,OPELERE,439487.4073,234731.087
OYAM,OYAM,KAMDINI,KAMDINI,423725.3788,246909.7935
OYAM,OYAM,ICEME,AWIO,451401.1817,269419.4863
OYAM,OYAM,ABER,ADYEGI,433419.1919,233244.5215
OYAM,OYAM,MINAKULU,ACENO,434149.1952,266946.0625
OYAM,OYAM,ALEKA,ALIBI,474433.9326,277484.0616
OYAM,OYAM,ALEKA,AGWAR,470011.7183,275863.3674
OYAM,OYAM,OTWAL,ADER,463269.3022,280258.8574
OYAM,OYAM,NGAI,ACUTA,442809.5663,284993.3915
OYAM,OYAM,ACABA,ANYEKE,451004.5781,260799.4226
OYAM,OYAM,MINAKULU,ATEK,432160.7686,262510.15
OYAM,OYAM,KAMDINI,KAMDINI  TOWN BOARD,426727.0556,248615.0562
OYAM,OYAM,NGAI,ARAMITA,441037.9482,277096.3914
OYAM,OYAM,LORO,ADIGO,444227.6622,237501.7833
OYAM,OYAM,ABOK,BAR,450899.1821,285553.4171
PADER,ARUU,LAGUTI,PAIBWOR,467239.3107,340922.4781
PADER,ARUU,PAJULE,PALENGA,505744.3118,333765.0854
PADER,ARUU,PADER,TYER,500504.6214,308143.9758
PADER,ARUU,LAPUL,KOYO,484083.7523,317178.4304
PADER,ARUU,PAJULE,PAIULA,499172.1853,320440.7863
PADER,ARUU,LAGUTI,LAPYEM,474284.794,345933.2448
PADER,ARUU,PAJULE,ORYANG,500688.645,336374.1096
PADER,ARUU,PADER,OGWIL,492913.4324,307788.6991
PADER,ARUU,OGOM,PUKOR,517273.9601,317090.2936
PADER,ARUU,PURANGA,LOMINO CWIDA,505993.2161,292962.758
PADER,ARUU,AWERE,RACKOKO,490933.5196,299803.2868
PADER,ARUU,PADER TOWN COUNCIL,LAGWAI,512223.7918,317648.8791
PADER,ARUU,PAJULE,PALWO,495741.4455,327901.7926
PADER,ARUU,PURANGA,ARINGA,497207.1701,295337.7926
PADER,ARUU,ATANGA,KAL,471174.515,329520.1415
PADER,ARUU,OGOM,OTONG,503693.5299,319275.7995
PADER,ARUU,ANGANGURA,KALAWINYA,457260.6162,325829.9467
PADER,ARUU,ATANGA,LAWIYEADUL,467075.556,326226.9464
PADER,ARUU,AWERE,BOLO,473298.5918,305226.3575
PADER,ARUU,ANGANGURA,PUCOTA,462364.8057,324084.6224
PADER,ARUU,ACHOLI BUR,GEM-ONYOT,483923.3039,339016.4432
PADER,ARUU,ANGANGURA,BURLOBO,452452.6887,337417.7242
PADER,ARUU,PURANGA,ORET,504717.4609,285119.1254
PADER,ARUU,LAPUL,ATOO,485529.7764,332530.5059
PADER,ARUU,PAJULE,OGAGO,506792.7515,329852.2581
PADER,ARUU,PURANGA,PARWECH,490733.1258,291569.8788
PADER,ARUU,ACHOLI BUR,OGAGO,488652.1431,350313.4535
PADER,ARUU,ATANGA,OPATTE,465842.5436,316691.4564
PADER,ARUU,LATANYA,GOLO,507345.0501,341175.3993
PADER,ARUU,PAJULE,OTOK,494868.9987,336077.0948
PADER,ARUU,OGOM,OGOM,511727.4166,328203.7435
PADER,ARUU,PURANGA,APWOR,499343.6099,285817.6034
PADER,ARUU,PADER TOWN COUNCIL,ACORO,508283.4753,320850.8735
PADER,ARUU,ATANGA,GOJANI,467499.483,332670.3242
PADER,ARUU,OGOM,KALANGOLE,516560.4848,324806.4534
PADER,ARUU,PURANGA,LOMINA JIKO,500950.7583,293599.4519
PADER,ARUU,LATANYA,NGEKIDI,499133.217,346546.9596
PADER,ARUU,PADER,ONGANY,486156.3184,310529.7701
PADER,ARUU,LATANYA,LATIGI,496725.6149,343351.0833
PADER,ARUU,PADER TOWN COUNCIL,LUNA,508574.3995,315510.0299
PADER,ARUU,LATANYA,DURE,493145.9687,353380.5683
PADER,ARUU,LAPUL,OGOLE,487423.1122,327440.1378
PADER,ARUU,AWERE,LAGILE,483676.9815,303319.0971
PADER,ARUU,LATANYA,AWEE,490460.7123,340820.9035
PADER,ARUU,ACHOLI BUR,GEM,492420.7612,346110.0725
PADER,ARUU,LAPUL,LUKACI,493532.4309,318807.0857
PADER,ARUU,ACHOLI BUR,WIIGWENG,485876.1426,345415.382
PADER,ARUU,AWERE,ANGOLE,483164.2819,295043.0789
PADER,ARUU,PADER,KILAK,496907.6497,308776.2432
PADER,ARUU,LAGUTI,PAKEYO,477594.4358,327344.3105
PADER,ARUU,ANGANGURA,PUNGOLE,457528.257,341386.7497
PADER,ARUU,ATANGA,NGOTO,473190.4433,318362.7009
PALLISA,AGULE,KAMEKE,OBOLISO,588143.996,144099.2961
PALLISA,AGULE,AGULE,ODUSAI,577734.6858,139333.0983
PALLISA,PALLISA,PUTI-PUTI,BOLISO,587193.0593,127399.3522
PALLISA,BUTEBO,KANGINIMA,KASUPETE,611693.6077,128871.978
PALLISA,BUTEBO,OPWATETA,OKARACHA,591886.395,136513.1181
PALLISA,BUTEBO,KABWANGASI,PUTTI,620367.4472,125869.0862
PALLISA,AGULE,AKISIM,OPADOI,581524.1228,137598.4501
PALLISA,BUTEBO,KIBALE,OPOGONO,588273.3607,132742.6025
PALLISA,AGULE,AKISIM,KOBWIN,583391.8236,141469.0511
PALLISA,BUTEBO,BUTEBO,KASYEBAI,603358.0545,134680.4812
PALLISA,PALLISA,PALLISA,AKADOT,583149.6833,131622.2687
PALLISA,PALLISA,OLOK,NGALWE,575197.2633,130190.6532
PALLISA,PALLISA,PUTI-PUTI,LIMOTO,583102.8108,125080.517
PALLISA,PALLISA,KAMUGE,KALAPATA,592872.2489,130140.2212
PALLISA,AGULE,AKISIM,OKISIRAN,585407.4664,142795.1697
PALLISA,AGULE,APOPONG,KATUKEI,576977.3784,133415.9318
PALLISA,AGULE,KAMEKE,NYAKOI,589346.0666,141741.5146
PALLISA,BUTEBO,KANGINIMA,KANGINIMA,611459.0635,131542.0525
PALLISA,AGULE,AGULE,OKUNGURO,582155.778,144061.7878
PALLISA,BUTEBO,PETETE,KAPUNYASI,596839.0312,130993.2756
PALLISA,BUTEBO,KAKORO,KAITISYA,614731.5447,128274.8927
PALLISA,BUTEBO,KABWANGASI,NASENYI,625234.8338,122095.6744
PALLISA,AGULE,CHELEKURA,KALEMENE,576688.1619,141631.0636
PALLISA,BUTEBO,PETETE,PETETE,605612.9925,129821.9143
PALLISA,PALLISA,KASODO,KAINJA,574560.8775,128302.7736
PALLISA,BUTEBO,KAKORO,KAKORO TOWN BOARD,616277.8567,130815.3551
PALLISA,BUTEBO,OPWATETA,OPWATETA,594137.3526,139073.7408
PALLISA,AGULE,APOPONG,OBWANAI,572935.7358,137476.8567
PALLISA,PALLISA,KAMUGE,KAMUGE,589499.0532,129964.1749
PALLISA,BUTEBO,KABWANGASI,KACHURU,623625.5347,129096.8242
PALLISA,PALLISA,KAMUGE,KAGOLI,591372.2278,133521.0115
PALLISA,AGULE,GOGONYO,GOGONYO,556762.1096,142402.343
PALLISA,AGULE,GOGONYO,KACHANGO,562627.3339,134832.6102
PALLISA,AGULE,CHELEKURA,CHELEKURA,572908.9067,143604.3973
PALLISA,BUTEBO,PETETE,SIDANYI,598919.8945,127305.665
PALLISA,BUTEBO,OPWATETA,KAPUWAI,591562.2588,139638.519
PALLISA,AGULE,CHELEKURA,ADODOI,573928.0643,140910.606
PALLISA,BUTEBO,BUTEBO,KABELAI,606350.9865,132264.9929
PALLISA,BUTEBO,KIBALE,OMUKULAI,587651.9775,135836.3248
PALLISA,PALLISA,PUTI-PUTI,PUTI-PUTI,589731.5969,125760.0226
PALLISA,BUTEBO,KAKORO,KAKORO,617640.4052,129303.5257
PALLISA,AGULE,AKISIM,AKISIM,583429.3441,138708.1275
PALLISA,PALLISA,PUTI-PUTI,MPONGI,587170.0712,123377.283
PALLISA,PALLISA,PALLISA,KAGOLI,580253.3534,125779.4654
PALLISA,AGULE,GOGONYO,AJEPET,568741.1963,141365.3812
PALLISA,AGULE,APOPONG,ADAL,575181.0589,137739.9005
PALLISA,BUTEBO,KAKORO,KADOKOLENE,613151.9395,128353.8006
PALLISA,PALLISA,PALLISA,KABOLOI,580348.3983,134914.8173
PALLISA,AGULE,AGULE,MORUKOKUME,579656.5707,141694.8509
PALLISA,PALLISA,KASODO,KASODO,570909.1454,124427.632
PALLISA,BUTEBO,BUTEBO,KANYUM,599702.2646,137271.5826
PALLISA,BUTEBO,KAKORO,KASAJJA,613544.9347,130540.4028
PALLISA,AGULE,APOPONG,KAUKURA,577799.993,136045.0799
PALLISA,AGULE,KAMEKE,KAMEKE,585957.7016,138251.9272
PALLISA,PALLISA,OLOK,ODWARAT,573327.4783,131838.6719
PALLISA,PALLISA,OLOK,APAPA,567229.7154,130614.2245
PALLISA,BUTEBO,KIBALE,KIBALE,583891.5997,134412.5558
PALLISA,BUTEBO,KABWANGASI,MAIZIMASA,620469.2884,128721.1752
PALLISA,BUTEBO,OPWATETA,KADESOK,595931.0121,137403.8003
PALLISA,BUTEBO,KABWANGASI,KABWANGASI,624320.0132,125674.026
PALLISA,BUTEBO,PETETE,KACHABALI,597194.7615,128606.7085
PALLISA,AGULE,AGULE,AGULE,580040.429,146394.3933
PALLISA,PALLISA,KASODO,NABITENDE,576458.4743,126213.5244
PALLISA,BUTEBO,KIBALE,AGURUR,586282.1237,132070.5444
PALLISA,BUTEBO,KAKORO,TEKWANA,614294.5807,132663.2237
PALLISA,AGULE,APOPONG,KAPALA,570915.4469,136894.1078
PALLISA,AGULE,APOPONG,APOPONG,573886.1694,134597.9128
PALLISA,BUTEBO,BUTEBO,BUTEBO,600056.8824,132609.4049
PALLISA,PALLISA,KASODO,NAJENITI,574417.7419,125798.9063
PALLISA,PALLISA,OLOK,OLOK,571599.7063,131456.047
PALLISA,BUTEBO,KANGINIMA,NALIDI,607649.4669,134668.2088
PALLISA,AGULE,GOGONYO,ANGODI,568120.2451,135921.3849
PALLISA,AGULE,KAMEKE,OMUROKA,588968.0392,139364.1675
PALLISA,BUTEBO,KANGINIMA,KITOI KAWONONI,609642.7113,132938.0147
PALLISA,BUTEBO,PETETE,KACHOCHA,601371.5109,129421.493
PALLISA,PALLISA,PALLISA TOWN COUNCIL,EAST,581702.1627,128850.7767
PALLISA,PALLISA,PALLISA TOWN COUNCIL,HOSPITAL,578283.6705,131135.8834
PALLISA,PALLISA,PALLISA TOWN COUNCIL,KAGWESE,578257.7571,126744.5243
PALLISA,PALLISA,PALLISA TOWN COUNCIL,KAUCHO,580623.8083,130642.3957
