DISTRICT,COUNTY,SUBCOUNTY,PARISH,EASTING (Long),NORTHING (Lat)
DOKOLO,DOKOLO,OKWALONGWEN,ADEROLONGO,524357.7985,223399.1302
DOKOLO,DOKOLO,OKWONGODUL,ANERALIBI,507998.0395,205546.366
DOKOLO,DOKOLO,DOKOLO TOWN COUNCIL,SOUTHERN,518565.5571,208633.1749
DOKOLO,DOKOLO,BATTA,OCERO,516042.9611,230675.5535
DOKOLO,DOKOLO,BATTA,ALAPATA,519449.0056,230625.1259
DOKOLO,DOKOLO,OKWALONGWEN,AKWANGA,526015.4897,228412.8351
DOKOLO,DOKOLO,DOKOLO,ALENGA,518067.9503,218599.9349
DOKOLO,DOKOLO,ADOK,AMUNAMUN,489893.9293,227561.0911
DOKOLO,DOKOLO,AGWATA,ACOTO,499218.7908,214406.3806
DOKOLO,DOKOLO,OKWALONGWEN,ADAGNYEKO,528684.9136,226695.4474
DOKOLO,DOKOLO,KANGAI,ADWILA,510819.9876,209793.0885
DOKOLO,DOKOLO,BATTA,TE-YAO,521723.2409,228091.8664
DOKOLO,DOKOLO,KANGAI,CHWAGERE,511602.151,205284.7951
DOKOLO,DOKOLO,AMWOMA,IGULI,515735.8046,215221.0578
DOKOLO,DOKOLO,BATTA,BARDEGE,511927.7982,227130.5674
DOKOLO,DOKOLO,DOKOLO TOWN COUNCIL,NORTHERN,519493.148,215047.6971
DOKOLO,DOKOLO,AMWOMA,AKOLODONG,511238.2739,214646.7001
DOKOLO,DOKOLO,KWERA,OTORO,501289.179,208825.6698
DOKOLO,DOKOLO,AMWOMA,ABURCERO,511641.646,222509.2032
DOKOLO,DOKOLO,KWERA,APYENNYANG,497453.0638,205479.2125
DOKOLO,DOKOLO,BATTA,ABYENEK,520415.9544,226285.0106
DOKOLO,DOKOLO,ADOK,AMONOLOCOO,486403.2565,217778.609
DOKOLO,DOKOLO,ADOK,APYE,493384.1172,217619.7564
DOKOLO,DOKOLO,ADEKNINO,ADEKNINO,502865.1978,198920.0782
DOKOLO,DOKOLO,BATTA,ATABU,515582.0209,226088.4737
DOKOLO,DOKOLO,AGWATA,AMUDA,500059.8044,217997.0207
GOMBA,GOMBA,MPENJA,KIRIRI,396046.8,21899.16809
GOMBA,GOMBA,MADDU,MADDU,353078.6368,26246.93798
GOMBA,GOMBA,MADDU,KYAYI,324091.0458,25918.6439
GOMBA,GOMBA,KANONI TOWN COUNCIL,KOOME,376379.8981,21233.89355
GOMBA,GOMBA,MADDU,KYABAGAMBA,337243.8657,33870.02048
GOMBA,GOMBA,KABULASOKE,KISOZI,349242.9361,11074.0087
GOMBA,GOMBA,KABULASOKE,KIFAMPA,360857.7895,14656.37119
GOMBA,GOMBA,MADDU,KIGEZI,342882.5819,29512.14059
GOMBA,GOMBA,MPENJA,GGOLOLA,393722.6768,18585.39449
GOMBA,GOMBA,KYEGONZA,NSAMBWE,384333.0066,19366.8924
GOMBA,GOMBA,MPENJA,MPOGO,400824.5547,29757.61827
GOMBA,GOMBA,KYEGONZA,NAKIJJU,387897.648,15958.92133
GOMBA,GOMBA,KYEGONZA,BUKUNDUGULU,386103.477,17268.6311
GOMBA,GOMBA,KABULASOKE,BULWADDA,362731.4615,23551.95031
GOMBA,GOMBA,KABULASOKE,KAKUBANSIRI,362331.3495,10289.33139
GOMBA,GOMBA,KABULASOKE,MATONGO,361411.3808,18226.02336
GOMBA,GOMBA,KABULASOKE,BUTITI,367399.7382,16162.88031
GOMBA,GOMBA,KYEGONZA,SAALI,370808.8236,21764.47378
GOMBA,GOMBA,KABULASOKE,BUKANDULA,369357.6692,20834.54628
GOMBA,GOMBA,KYEGONZA,MAMBA,368954.8355,28176.06371
GOMBA,GOMBA,MPENJA,MASERUKA,402231.5243,26430.1278
GOMBA,GOMBA,MADDU,NTALAGI,356713.839,18126.13341
GOMBA,GOMBA,KYEGONZA,MPUNGE,373282.3567,23244.5261
GOMBA,GOMBA,MADDU,DDEGEYA,340998.4433,18359.83638
GOMBA,GOMBA,MPENJA,KAKOMO,395120.8006,25322.79538
GOMBA,GOMBA,KABULASOKE,LUGAAGA,369860.2686,11024.9518
GOMBA,GOMBA,KANONI TOWN COUNCIL,WANJEYO,381274.4659,15832.35712
GOMBA,GOMBA,KYEGONZA,KISOGA,382265.7156,22739.02648
GOMBA,GOMBA,MPENJA,NKOMA,394977.3244,28321.59495
GOMBA,GOMBA,MPENJA,TABABBINZI,391407.2002,24092.11442
GOMBA,GOMBA,KYEGONZA,MALERE,383626.7939,13759.3208
GOMBA,GOMBA,KYEGONZA,NAMABEYA,376608.7271,15137.03349
GOMBA,GOMBA,MPENJA,NGOMANENE,387933.1986,22921.34723
GOMBA,GOMBA,MPENJA,KANZIIRA,399040.156,24838.47742
GOMBA,GOMBA,KANONI TOWN COUNCIL,KANONI,378999.7376,18291.14906
GOMBA,GOMBA,KABULASOKE,MAWUUKI,374081.8767,13395.7516
GOMBA,GOMBA,MPENJA,NGERIBALYA,391335.293,16712.45781
GULU,ASWA,PALARO,MEDE,428352.6701,354226.1479
GULU,ASWA,PAICHO,OMEL,454407.4374,314510.1735
GULU,ASWA,PAICHO,KAL  ALII,446945.4444,319647.8901
GULU,GULU MUNICIPALITY,PECE,VANGUARD,423415.8831,305697.6715
GULU,GULU MUNICIPALITY,BAR-DEGE,BAR DEGE,418769.7082,308861.437
GULU,ASWA,UNYAMA,PAKWELO,424984.4313,314610.7721
GULU,ASWA,AWACH,PADUNY,434144.3405,325257.7788
GULU,GULU MUNICIPALITY,BAR-DEGE,KANYAGOGA,420134.7716,306590.4634
GULU,GULU MUNICIPALITY,LAROO,QUEEN'S,422462.3299,306649.5757
GULU,GULU MUNICIPALITY,LAROO,AGWEE,423343.9832,308090.694
GULU,ASWA,PATIKO,PUGWENYI,413812.6722,326246.7972
GULU,ASWA,BUNGATIRA,PABWO,414633.3263,315277.4703
GULU,ASWA,BUNGATIRA,LALIYA,422062.9434,310846.3197
GULU,ASWA,BUNGATIRA,OITINO,416067.9142,309535.6836
GULU,GULU MUNICIPALITY,BAR-DEGE,FOR GOD,417129.3492,306583.1707
GULU,GULU MUNICIPALITY,LAYIBI,LIBRARY,421727.8922,305531.4329
GULU,ASWA,PATIKO,KAL,425153.5951,330191.8406
GULU,GULU MUNICIPALITY,PECE,TEGWANA,423654.8578,304153.9055
GULU,GULU MUNICIPALITY,PECE,PAWEL,425002.3849,305430.4833
GULU,ASWA,UNYAMA,UNYAMA,429177.6586,309346.2155
GULU,ASWA,AWACH,GWENGDIYA,427289.7958,323951.2573
GULU,ASWA,BUNGATIRA,LAROO,426234.0728,308135.5602
GULU,ASWA,PAICHO,KALUMU,439084.7227,314846.3082
GULU,GULU MUNICIPALITY,PECE,LABOUR LINE,422239.7813,306119.0156
GULU,GULU MUNICIPALITY,LAYIBI,PATUDA,417918.8231,305263.4368
GULU,GULU MUNICIPALITY,BAR-DEGE,KASUBI,420793.518,308631.9501
GULU,GULU MUNICIPALITY,LAYIBI,KIROMBE,420986.3586,305284.7432
GULU,ASWA,PAICHO,PAGIK,446780.5886,326301.7128
GULU,ASWA,PALARO,OWALO,431273.0839,337064.5856
GULU,GULU MUNICIPALITY,LAROO,IRIAGA,422263.6178,308587.8719
GULU,ASWA,UNYAMA,ODING,428801.0047,317091.3034
GULU,ASWA,BUNGATIRA,PUNENA,421851.9921,321420.838
GULU,ASWA,PATIKO,PAWEL,419331.6508,336701.616
GULU,ASWA,PALARO,LABWOROMOR,434660.5867,346315.2035
GULU,GULU MUNICIPALITY,LAYIBI,TECHO,421201.4682,303765.3686
GULU,ASWA,AWACH,PUKONY,440199.7165,327347.1991
GULU,ASWA,BUNGATIRA,AGONGA,420513.7164,314242.9964
GULU,GULU MUNICIPALITY,LAROO,PECE PRISON,424385.0027,307308.4296
GULU,ASWA,AWACH,PAIBONA,441377.0222,335746.0383
GULU,ASWA,BUNGATIRA,ATIABAR,417468.4956,320883.598
GULU,ASWA,UNYAMA,ANGAYA,433794.2234,310826.5902
HOIMA,BUHAGUZI,BUHIMBA,KINOGOZI,319922.9762,146568.644
HOIMA,BUHAGUZI,BUGAMBE,KATANGA,296215.6523,160769.9169
HOIMA,BUHAGUZI,BUHIMBA,MUSAIJAMUKURU WEST,308517.8177,145546.2438
HOIMA,BUGAHYA,KIGOROBYA,BWIKYA,293643.1747,187702.7276
HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KIHUKYA,311192.882,153825.1148
HOIMA,BUHAGUZI,KIZIRANFUMBI,BULIMYA,301349.4732,144935.5187
HOIMA,BUHAGUZI,BUHIMBA,RUHUNGA,309939.8817,138099.0941
HOIMA,BUGAHYA,KIGOROBYA,KYABISAGAZI,317308.3824,180626.7551
HOIMA,BUGAHYA,KIGOROBYA,KIGANJA,310918.0686,183661.5614
HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,SOUTH EAST,312039.4138,178503.9683
HOIMA,BUGAHYA,KIGOROBYA,KISUKUMA,308164.7237,179470.0221
HOIMA,BUGAHYA,KITOBA,BIRUNGU,312579.9845,171491.6035
HOIMA,BUGAHYA,KIGOROBYA,KAPAPI,316135.4905,188006.8573
HOIMA,HOIMA MUNICIPALITY,KAHOORA,WESTERN,315067.2006,158500.2307
HOIMA,BUHAGUZI,BUHIMBA,KYABATALYA,309448.4039,149621.2389
HOIMA,BUHAGUZI,KYANGWALI,BUTOOLE,263743.7696,137220.1704
HOIMA,BUGAHYA,BUHANIKA,KYOHAIRWE,330459.2402,149620.935
HOIMA,BUHAGUZI,KYANGWALI,BUHUKA,242266.595,140819.3648
HOIMA,BUHAGUZI,KIZIRANFUMBI,MUNTEME,296764.8483,142765.7706
HOIMA,HOIMA MUNICIPALITY,KAHOORA,CENTRAL,316967.9853,157597.2111
HOIMA,BUGAHYA,KITOBA,KIBANJWA,305835.713,166113.7896
HOIMA,BUHAGUZI,KABWOYA,KIMBUGU,276807.4895,133291.0562
HOIMA,BUGAHYA,BUHANIKA,KIKEREGE,324095.5952,145507.2023
HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KIBINGO,312812.6235,160216.9339
HOIMA,BUGAHYA,KYABIGAMBIRE,BURARU,334785.2557,156338.2729
HOIMA,BUGAHYA,BUHANIKA,BUTEMA,326177.2209,147588.8201
HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,KARONGO,312531.4343,164557.5716
HOIMA,BUGAHYA,BUHANIKA,KITOROGYA,324625.392,151620.1647
HOIMA,BUHAGUZI,KABWOYA,IGWANJURA,286620.0598,132279.3855
HOIMA,BUGAHYA,KYABIGAMBIRE,KISABAGWA,326118.701,171376.5224
HOIMA,BUGAHYA,KYABIGAMBIRE,BULINDI,330231.6181,163287.9854
HOIMA,BUGAHYA,KIGOROBYA,KIJONGO,316164.9961,176709.498
HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,KIHOMBOZA,318642.4062,161879.203
HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,SOUTH WEST,310761.9495,178870.1805
HOIMA,BUHAGUZI,KYANGWALI,KASONGA,249743.0276,127066.2018
HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KIDUUMA,309743.5566,159732.8414
HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,KYESIIGA,315521.1357,163005.1621
HOIMA,BUGAHYA,BUHANIKA,KITONYA,327315.8851,153035.7965
HOIMA,BUGAHYA,BUHANIKA,KATEREIGA,328286.6933,144712.6478
HOIMA,BUGAHYA,BUSERUKA,KABAALE,285375.6852,161145.42
HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,BWIKYA,319964.044,158605.6349
HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,NYAKAMBUGU,323742.5378,155852.6689
HOIMA,BUGAHYA,KITOBA,KIRYANGOBE,318305.6578,172618.5963
HOIMA,BUHAGUZI,KIZIRANFUMBI,KIDOMA,291656.7259,151692.7908
HOIMA,BUGAHYA,KITOBA,BUDAKA,307454.8164,169034.6007
HOIMA,BUGAHYA,KIGOROBYA,KIBIRO,301917.1245,194009.4854
HOIMA,BUHAGUZI,BUGAMBE,NYARUGABU,307293.514,160285.8204
HOIMA,HOIMA MUNICIPALITY,KAHOORA,NORTHERN,317131.6434,158340.9043
HOIMA,BUHAGUZI,BUGAMBE,BUGAMBE,304368.4238,153650.0547
HOIMA,BUHAGUZI,BUGAMBE,RUGUSE,301396.2535,158554.1945
HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,NORTH EAST,312685.5623,179886.9543
HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,KYENTALE,319887.152,152533.3562
HOIMA,BUGAHYA,KITOBA,BULYANGO,322371.6974,172529.5698
HOIMA,BUHAGUZI,BUHIMBA,MUSAIJAMUKURU EAST,316027.443,142524.6
HOIMA,HOIMA MUNICIPALITY,BUJUMBURA DIVISION,BUJUURA,310948.6438,165607.9501
HOIMA,BUHAGUZI,KABWOYA,BUBOGO,290816.2569,139380.2229
HOIMA,HOIMA MUNICIPALITY,MPARO DIVISON,KICWAMBA,323062.8968,158982.5636
HOIMA,BUHAGUZI,KABWOYA,KASEETA,275381.9637,151766.2035
HOIMA,BUHAGUZI,KYANGWALI,KYANGWALI,254603.4548,137900.9495
HOIMA,HOIMA MUNICIPALITY,BUSIS DIVISION,KASINGO,314923.4296,154966.7093
HOIMA,BUGAHYA,KYABIGAMBIRE,KIBUGUBYA,327594.4183,167351.923
HOIMA,BUGAHYA,BUSERUKA,NYAKABINGO,296426.7025,170956.7293
HOIMA,HOIMA MUNICIPALITY,KAHOORA,SOUTHERN,316351.7382,156327.143
HOIMA,BUGAHYA,BUSERUKA,TOONYA,278364.2884,178730.731
HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,NORTHERN,311621.7385,179975.8497
HOIMA,BUGAHYA,KITOBA,KIRAGURA,315475.8898,167017.86
HOIMA,BUHAGUZI,KABWOYA,NKONDO,258465.5727,161371.8318
IBANDA,IBANDA,RUKIRI,MABONA,211505.5574,-24196.54419
IBANDA,IBANDA,ISHONGORORO,KASHOZI,228308.6283,1480.895655
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,RUGAZI,218586.8124,-11824.74723
IBANDA,IBANDA,ISHONGORORO,BIRONGO,215561.5612,3892.755173
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KYEIKUCU,214661.5938,-11606.83921
IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,RUSHANGO,230864.7269,12092.13418
IBANDA,IBANDA,KIKYENKYE,KIHANI,228649.4772,-18966.7264
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KAGONGO,217621.6459,-15210.39746
IBANDA,IBANDA,RUKIRI,BWENDA,215175.489,-24891.33946
IBANDA,IBANDA,ISHONGORORO,MUSHUNGA,225191.2877,3056.1738
IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,KAKINGA,223562.8316,6672.684264
IBANDA,IBANDA,ISHONGORORO,MUZIZA,228854.1267,-2321.035842
IBANDA,IBANDA,KIJONGO,KIJONGO,210844.8136,-1703.384031
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KANYANSHEKO,218134.6882,-18805.74741
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KYARUHANGA,219865.7376,-14621.99778
IBANDA,IBANDA,IGORORA TOWN COUNCIL,NGANGO,226362.5728,-28298.06434
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,RUYONZA,225975.1654,-13180.7574
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,BUFUNDA,222737.1838,-14936.41032
IBANDA,IBANDA,KIKYENKYE,IRWANIRO,226673.8919,-20714.09779
IBANDA,IBANDA,KICUZI,KICUZI,208016.1476,-20975.07299
IBANDA,IBANDA,NYAMAREBE,KANYARUGIRI,234175.0438,11212.87922
IBANDA,IBANDA,NYAMAREBE,NYAKABUNGO,227366.5925,9585.44642
IBANDA,IBANDA,NYAMAREBE,RYABIJU,228358.5686,14043.06325
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,KATONGORE,226374.7245,-16067.85642
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,BWAHWA,222078.216,-26154.35513
IBANDA,IBANDA,KICUZI,IRIMYA,199307.6293,-17402.52575
IBANDA,IBANDA,KICUZI,KANYWAMBOGO,204804.977,-18104.39947
IBANDA,IBANDA,RUSHANGO TOWN COUNCIL,ITABYAMA,231239.764,14115.94362
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KAKATSI,216563.7585,-2555.971262
IBANDA,IBANDA,NYAMAREBE,RUSHANGO,232289.3189,16047.43003
IBANDA,IBANDA,KEIHANGARA,RUGAAGA,232065.8388,-20619.24076
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,KAKONI,229083.3671,-8396.628251
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,KAYENJE,220278.1509,-21511.79292
IBANDA,IBANDA,NYAMAREBE,KYENGANDO,224310.5743,11489.16786
IBANDA,IBANDA,RUKIRI,MPASHA,213588.3988,-20961.24593
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,BUGARAMA,221583.6538,-6318.271304
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,NYAKATOOKYE,218723.9813,-9664.359546
IBANDA,IBANDA,RUKIRI,NYARUKIIKA,214017.3809,-30633.806
IBANDA,IBANDA,KEIHANGARA,KEIHANGARA,231204.4354,-23811.48777
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,RWENSHURI,215986.5501,-5247.232165
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KIGARAMA,221831.5815,-11827.82321
IBANDA,IBANDA,KIKYENKYE,RWENGWE,229514.1631,-15359.19579
IBANDA,IBANDA,IGORORA TOWN COUNCIL,IGORORA,227602.0748,-23938.38358
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KARANGARA,225613.9084,-4204.868028
IBANDA,IBANDA,KEIHANGARA,RWENSHAMBYA,233405.6476,-18083.3896
IBANDA,IBANDA,RUKIRI,KATEMBE,211534.6546,-27619.6108
IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,NYANTSIMBO,219348.1026,6256.609838
IBANDA,IBANDA,NYAMAREBE,BIHANGA,230874.6977,6181.617467
IBANDA,IBANDA,RUKIRI,KIYUNGA,217801.9222,-26909.11448
IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,KASHANGURA,214178.1801,-7395.162132
IBANDA,IBANDA,KIJONGO,RWAMBU,213203.0528,1752.974943
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,NSASI,225358.0848,-10620.00753
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,RWOBUZIIZI,228389.635,-11038.95002
IBANDA,IBANDA MUNICIPALITY,BUFUNDA DIVISION,NYAMIRIMA,224365.5083,-21778.25708
IBANDA,IBANDA,KIJONGO,KAMWIRI,213165.0389,-2853.916353
IBANDA,IBANDA,KIJONGO,RWENKOBWA,212970.8388,-217.0486816
IBANDA,IBANDA MUNICIPALITY,BISHESHE DIVISION,KABAARE,219480.9506,-179.7276836
IGANGA,BUGWERI,BUSIEMBATYA,KAKOGE,569726.0133,86567.90005
IGANGA,BUGWERI,BUYANGA,KALALU,568260.898,77267.00846
IGANGA,KIGULU,NABITENDE,NABITENDE,550981.9471,84722.07436
IGANGA,BUGWERI,IBULANKU,IBULANKU,566368.8272,66024.65577
IGANGA,KIGULU,NAWANYINGI,MAGOGO,551537.4084,71435.66948
IGANGA,BUGWERI,BUYANGA,IDUDI,569137.0836,66698.47206
IGANGA,BUGWERI,IGOMBE,BUBENGE,562916.5332,65889.8637
IGANGA,BUGWERI,IBULANKU,NSAALE,572398.9425,65515.42155
IGANGA,IGANGA MUNICIPALITY,NORTHERN,MUTUKULA,553780.1668,68706.18639
IGANGA,BUGWERI,MAKUUTU,KASOZI,565101.8016,51442.19931
IGANGA,BUGWERI,IBULANKU,NAWANSEGA,569921.3129,64200.37051
IGANGA,KIGULU,NAMUNGALWE,NAMUNKESU,554726.9841,76441.53707
IGANGA,KIGULU,NAKALAMA,NAKALAMA,558410.3096,71405.49707
IGANGA,IGANGA MUNICIPALITY,CENTRAL,NAKAVULE,554150.7495,67774.22852
IGANGA,BUGWERI,BUSIEMBATYA,CENTRAL,570154.4254,85743.69317
IGANGA,BUGWERI,BUYANGA,BULUNGURI,566079.3334,74728.3238
IGANGA,BUGWERI,BUYANGA,BWIGULA,573185.6095,69091.62666
IGANGA,BUGWERI,BUYANGA,IDUDI TOWN BOARD,569506.629,68830.99412
IGANGA,KIGULU,NAKALAMA,BUSE,555747.2365,68460.16994
IGANGA,KIGULU,NABITENDE,BUGONO,549890.6853,89494.57215
IGANGA,KIGULU,NAWANYINGI,BUNYIIRO,551014.8692,74989.30344
IGANGA,KIGULU,NAKIGO,BUNYAMA,557249.743,63155.7479
IGANGA,BUGWERI,IBULANKU,BUTENDE,563882.1636,70537.74295
IGANGA,BUGWERI,NAMALEMBA,IDINDA,565758.4381,86652.63026
IGANGA,BUGWERI,NAMALEMBA,NAMALEMBA,566292.4067,80591.8595
IGANGA,KIGULU,NAKALAMA,BUKAYE,554447.8629,71438.54453
IGANGA,BUGWERI,NAMALEMBA,MINANI,564211.9419,84122.44757
IGANGA,KIGULU,NAMUNGALWE,NAMUNSALA,556126.8491,74653.98961
IGANGA,BUGWERI,IBULANKU,IBAAKO,566924.5661,69464.12019
IGANGA,BUGWERI,MAKUUTU,MAKANDWA,563447.3732,57056.08081
IGANGA,KIGULU,NABITENDE,ITUBA,546081.9698,85481.71959
IGANGA,BUGWERI,BUYANGA,BUWOOYA,569173.7997,72043.80913
IGANGA,IGANGA MUNICIPALITY,NORTHERN,IGAMBA,552094.2574,68267.32662
IGANGA,BUGWERI,IGOMBE,KIKUNYU,565570.1557,61067.12146
IGANGA,KIGULU,NABITENDE,KASAMBIKA,552068.9587,94140.73888
IGANGA,BUGWERI,MAKUUTU,KIGULAMO,568227.1239,56863.38319
IGANGA,KIGULU,NAWANDALA,KYENDABAWALA,545977.7332,97602.5784
IGANGA,BUGWERI,BUSIEMBATYA,BUYIRIMA,569452.8752,84855.52129
IGANGA,KIGULU,NAMBALE,NAIBIRI,558171.7998,91372.55572
IGANGA,KIGULU,NABITENDE,ITANDA,552981.6993,90267.93178
IGANGA,KIGULU,NAWANDALA,NAMUSIISI,549308.4428,95258.19109
IGANGA,KIGULU,BULAMOGI,BWANALIRA,547366.2408,69252.30716
IGANGA,KIGULU,NAMBALE,MUIRA,553861.9479,86089.63442
IGANGA,BUGWERI,IGOMBE,IGOMBE,563096.0255,61017.33706
IGANGA,IGANGA MUNICIPALITY,CENTRAL,NABIDONGHA PRISON,553031.3763,66502.55062
IGANGA,KIGULU,NAMUNGALWE,NAWANSEGA,559797.3215,75879.18292
IGANGA,IGANGA MUNICIPALITY,CENTRAL,NABIDONGHA,553625.5822,67378.44587
IGANGA,KIGULU,NAKIGO,BULUBANDI,554543.453,65699.04109
IGANGA,BUGWERI,IBULANKU,NAMIGANDA,569203.5572,61758.03329
IGANGA,KIGULU,NAWANDALA,BUGONGO,543222.792,93042.96984
IGANGA,KIGULU,NABITENDE,NALUKO,547704.3603,82733.92252
IGANGA,KIGULU,NAMBALE,KIDAAGO-NABITENDE,557136.1801,95030.405
IGANGA,IGANGA MUNICIPALITY,NORTHERN,BUGUMBA,552861.9062,69168.51937
IGANGA,KIGULU,NAKIGO,WAIRAMA,559635.026,62600.64774
IGANGA,KIGULU,NAKIGO,BUSOWOBI,559338.6218,67200.19448
IGANGA,KIGULU,NAWANYINGI,NAWANYINGI,549414.823,76909.06921
IGANGA,KIGULU,NAKALAMA,BUKOONA,562352.264,76265.57846
IGANGA,BUGWERI,NAMALEMBA,NAMUNYUMYA,570147.6391,82576.21115
IGANGA,IGANGA MUNICIPALITY,NORTHERN,NKAATU,552701.6943,68062.70146
IGANGA,BUGWERI,MAKUUTU,MAKUUTU,565774.1152,54667.95068
IGANGA,KIGULU,BULAMOGI,IWAWU,549495.5242,63249.10796
IGANGA,IGANGA MUNICIPALITY,CENTRAL,KASOKOSO,553026.0017,67688.55952
IGANGA,IGANGA MUNICIPALITY,CENTRAL,BULIGO,552768.4132,66958.82322
IGANGA,IGANGA MUNICIPALITY,NORTHERN,NKONO,553307.4035,68460.97311
IGANGA,KIGULU,NAWANYINGI,BULAMAGI,548384.2837,71771.59932
IGANGA,KIGULU,NAMBALE,NAMBALE,559151.3588,87385.77775
IGANGA,IGANGA MUNICIPALITY,CENTRAL,WALUGOGO,552440.271,67304.48204
IGANGA,KIGULU,NAWANDALA,NAWANGAIZA,545985.1376,90459.91178
IGANGA,KIGULU,BULAMOGI,BULOWOOZA,548728.7019,66871.98132
IGANGA,KIGULU,NAMUNGALWE,NAMUNKANAGA,560278.3972,81090.70471
IGANGA,BUGWERI,BUYANGA,BUMOOZI,573619.7762,73874.64233
IGANGA,KIGULU,NAWANDALA,KIWANYI,548030.1006,89440.87415
IGANGA,KIGULU,NAMBALE,NASUTI,557927.8918,83744.51717
IGANGA,KIGULU,NAKIGO,KABIRA,554608.8007,61965.67227
IGANGA,KIGULU,NAMUNGALWE,MWENDANFUKO,558947.0491,78399.31906
IGANGA,BUGWERI,IBULANKU,BUNIANTOLE,567274.8856,61969.54842
IGANGA,KIGULU,NAMUNGALWE,NAMUNGALWE TOWN BOARD,554800.6139,79878.80483
IGANGA,BUGWERI,IGOMBE,WALANGA,561386.4,62100.04841
IGANGA,BUGWERI,BUSIEMBATYA,MAJENGO,568598.4485,86643.28368
IGANGA,BUGWERI,BUSIEMBATYA,MARKET,568937.3345,85657.65244
IGANGA,BUGWERI,BUYANGA,LUBIRA,571128.3189,77336.01022
IGANGA,KIGULU,NAMUNGALWE,BULUMWAKI,550285.8363,80708.57849
IGANGA,KIGULU,BULAMOGI,BUKOYO,551886.8899,64229.43463
ISINGIRO,ISINGIRO,KABUYANDA,KABUGU,238615.1808,-100517.6017
ISINGIRO,BUKANGA,NGARAMA,NGARAMA,261480.9474,-102856.1879
ISINGIRO,BUKANGA,NGARAMA,BURUNGAMO,263946.7893,-96454.79787
ISINGIRO,BUKANGA,NGARAMA,KAGAAGA,254581.8868,-103926.5102
ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,KYABISHAHO,257811.9282,-93041.8441
ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,MABONA,252746.7266,-94108.29024
ISINGIRO,ISINGIRO,ISINGIRO TOWN COUNCIL,KAHARO,254255.0134,-83621.41717
ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,KABEREBERE WEST,242424.5281,-77227.92924
ISINGIRO,ISINGIRO,MASHA,RWETANGO,257660.7407,-71714.98037
ISINGIRO,ISINGIRO,MASHA,RUKUUBA,248870.2314,-69940.67988
ISINGIRO,ISINGIRO,MASHA,KABAARE,243942.0067,-70113.04021
ISINGIRO,ISINGIRO,MASHA,NYARUBUNGO,247202.2229,-73614.41638
ISINGIRO,ISINGIRO,MASHA,NYAKAKONI,248404.3251,-78386.43846
ISINGIRO,ISINGIRO,KABEREBERE TOWN COUNCIL,KABEREBERE EAST,243241.8542,-75617.31191
ISINGIRO,BUKANGA,RUSHASHA,RWANTAHA,295192.3522,-83744.62231
ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,CENTRAL,235917.0816,-103307.1834
ISINGIRO,BUKANGA,ENDIINZI,RUKUNGIRI,291540.7593,-88106.04107
ISINGIRO,ISINGIRO,BIREERE,KASAANA,238279.9818,-78762.45233
